,word,likes,retweets,comments,n,avg_likes,avg_retweets,avg_comments,trafic,party
242,Sikkerhed,15,2,2,1,15,2,2,17,Radikale
243,Kom,284,75,29,9,32,8,3,359,Radikale
244,telt,36,5,6,3,12,2,2,41,Radikale
245,eudagen,15,2,2,1,15,2,2,17,Radikale
246,Mariager,15,2,2,1,15,2,2,17,Radikale
247,eudk,1071,241,87,53,20,5,2,1312,Radikale
248,Fri,106,26,18,7,15,4,3,132,Radikale
249,Mulighed,36,2,9,1,36,2,9,38,Radikale
250,God,228,34,26,14,16,2,2,262,Radikale
251,Pride,57,5,12,2,28,2,6,62,Radikale
252,vigtig,618,62,23,10,62,6,2,680,Radikale
253,input,6,2,2,3,2,1,1,8,Radikale
254,folketingsgruppe,399,32,36,3,133,11,12,431,Radikale
255,ordførerskaber,15,2,1,1,15,2,1,17,Radikale
256,Kristian,184,36,95,10,18,4,10,220,Radikale
257,Hegaard,47,14,86,1,47,14,86,61,Radikale
258,Folketinget,852,127,155,15,57,8,10,979,Radikale
259,TÆNK,34,9,5,4,8,2,1,43,Radikale
260,FRIT,21,5,5,3,7,2,2,26,Radikale
261,punkt,4,2,5,2,2,1,2,6,Radikale
262,plan,825,176,76,30,28,6,3,1001,Radikale
263,skolechat,397,87,38,19,21,5,2,484,Radikale
264,Mistrivslen,6,1,0,1,6,1,0,7,Radikale
265,højde,25,9,1,2,12,4,0,34,Radikale
266,Alle,124,24,7,7,18,3,1,148,Radikale
267,rette,272,48,19,12,23,4,2,320,Radikale
268,start,371,69,43,11,34,6,4,440,Radikale
269,mening,1019,196,100,32,32,6,3,1215,Radikale
270,tryg,167,29,8,6,28,5,1,196,Radikale
271,fritte,146,14,24,5,29,3,5,160,Radikale
272,trives,10,1,2,1,10,1,2,11,Radikale
273,lære,57,6,4,3,19,2,1,63,Radikale
274,Løse,14,1,0,1,14,1,0,15,Radikale
275,vedkomme,14,1,0,1,14,1,0,15,Radikale
276,nærværende,14,1,0,1,14,1,0,15,Radikale
277,inddrage,14,1,0,1,14,1,0,15,Radikale
278,Live,277,111,29,50,6,2,1,388,Radikale
279,sommerpressemøde,7,6,1,2,4,3,0,13,Radikale
280,glad,268,44,32,9,30,5,4,312,Radikale
281,positiv,169,20,41,5,34,4,8,189,Radikale
282,modtagelse,45,6,1,3,15,2,0,51,Radikale
283,selvværd,12,5,3,1,12,5,3,17,Radikale
284,virkelyst,12,5,3,1,12,5,3,17,Radikale
285,skoledag,36,9,3,2,18,4,2,45,Radikale
286,enkelt,568,70,67,7,81,10,10,638,Radikale
287,behov,47,14,19,3,16,5,6,61,Radikale
288,leg,142,47,12,4,36,12,3,189,Radikale
289,voksen,62,26,6,4,16,6,2,88,Radikale
290,frihed,683,128,74,28,24,5,3,811,Radikale
291,skoleudspil,12,5,3,1,12,5,3,17,Radikale
292,samtale,172,42,37,11,16,4,3,214,Radikale
293,børneliv,60,9,1,2,30,4,0,69,Radikale
294,Tid,277,56,16,9,31,6,2,333,Radikale
295,rum,27,12,3,1,27,12,3,39,Radikale
