,word,likes,retweets,comments,n,avg_likes,avg_retweets,avg_comments,trafic
10812,https://t.co/hU54dgMakl,9,1,,1,9,1,,10
10813,Rystende,36,0,,1,36,0,,36
10814,kulturtyveri,24,3,,1,24,3,,27
10815,https://t.co/5Pw4cVg2eJ,24,3,,1,24,3,,27
10816,burkaforbuddet,688,14,,1,688,14,,702
10817,Forbuddet,688,14,,1,688,14,,702
10818,halsgreb,688,14,,1,688,14,,702
10819,https://t.co/ggcq7zymZ8,688,14,,1,688,14,,702
10820,https://t.co/IJNfFFzRy1,19,2,,1,19,2,,21
10821,vælgererklæringen,4,2,,1,4,2,,6
10822,Partiet,19,7,,4,5,2,,26
10823,https://t.co/IV3EiLeRT3,9,3,,2,4,2,,12
10824,https://t.co/S32pMxY6D2,4,2,,1,4,2,,6
10825,rav,6,4,,1,6,4,,10
10826,60kr,43,3,,1,43,3,,46
10827,helbred,45,4,,2,22,2,,49
10828,https://t.co/mveU0SwO49,43,3,,1,43,3,,46
10829,minoritetsborgere,0,1,,1,0,1,,1
10830,virkelighedsopfattelse,0,1,,1,0,1,,1
10831,LGBTQ+,0,1,,1,0,1,,1
10832,Bravo,3,1,,1,3,1,,4
10833,Emanuel,3,1,,1,3,1,,4
10834,https://t.co/uHEWmoAm5b,3,1,,1,3,1,,4
10835,ulønnet,0,0,,1,0,0,,0
10836,vækst-økonomien,5,1,,1,5,1,,6
10837,kald,5,1,,1,5,1,,6
10838,kræft-økonomien,5,1,,1,5,1,,6
10839,Schlüter,537,24,,1,537,24,,561
10840,still,537,24,,1,537,24,,561
10841,going,537,24,,1,537,24,,561
10842,strong,573,46,,2,286,23,,619
10843,finanser,537,24,,1,537,24,,561
10844,lune,537,24,,1,537,24,,561
10845,betydningsfuld,1,1,,1,1,1,,2
10846,https://t.co/rmtG6q2kty,1,1,,1,1,1,,2
10847,højrepopulismen,56,4,,1,56,4,,60
10848,https://t.co/Zowz4qckXI,56,4,,1,56,4,,60
10849,naturlov,0,0,,1,0,0,,0
10850,Dong-salget,0,0,,1,0,0,,0
10851,vink,0,0,,1,0,0,,0
10852,vognstang,0,0,,1,0,0,,0
10853,https://t.co/J4sKmhoEYq,0,0,,1,0,0,,0
10854,Nordsø-produktionen,51,10,,1,51,10,,61
10855,oliefest,51,10,,1,51,10,,61
10856,tømmermænd,51,10,,1,51,10,,61
10857,Klokken,51,10,,1,51,10,,61
10858,floor,51,10,,1,51,10,,61
10859,shot,51,10,,1,51,10,,61
10860,quote,0,1,,1,0,1,,1
10861,from,204,89,,4,51,22,,293
10862,this,3,2,,2,2,1,,5
10863,recommend,0,1,,1,0,1,,1
10864,read,0,1,,1,0,1,,1
10865,text,0,1,,1,0,1,,1
10866,bide,0,1,,1,0,1,,1
10867,mertab,27,9,,1,27,9,,36
10868,indlandsis,27,9,,1,27,9,,36
10869,overflade,27,9,,1,27,9,,36
10870,århundredskifte,27,9,,1,27,9,,36
10871,https://t.co/mqnnkQbKdR,27,9,,1,27,9,,36
10872,køkken,16,3,,1,16,3,,19
10873,måltid,16,3,,1,16,3,,19
10874,Veganere,16,3,,1,16,3,,19
10875,Delvise,1,0,,1,1,0,,1
10876,fornemmelse,46,6,,1,46,6,,52
10877,nature,46,6,,1,46,6,,52
10878,back,55,8,,3,18,3,,63
10879,forbundethed,46,6,,1,46,6,,52
10880,pappe,46,6,,1,46,6,,52
10881,virus-udbruddet,46,6,,1,46,6,,52
10882,Meeting,60,26,,2,30,13,,86
10883,with,1348,506,,11,123,46,,1854
10884,https://t.co/3E4CtcE3uL,23,9,,1,23,9,,32
10885,statsmisteren,55,0,,1,55,0,,55
10886,off,3,1,,1,3,1,,4
10887,Komisk,6,0,,1,6,0,,6
10888,ypperst,6,0,,1,6,0,,6
10889,sjette,718,59,,2,359,30,,777
10890,masseuddøen,52,11,,1,52,11,,63
10891,https://t.co/twhFROLYqJ,52,11,,1,52,11,,63
10892,realisme,0,0,,1,0,0,,0
10893,https://t.co/zC8L6tVVQ3,0,0,,1,0,0,,0
10894,Gæt,0,0,,1,0,0,,0
10895,TV-debatten,17,1,,1,17,1,,18
10896,https://t.co/PaDNKFLJnW,17,1,,1,17,1,,18
10897,Instrukskommissionen,10,0,,1,10,0,,10
10898,betragtning,44,7,,1,44,7,,51
10899,vidtgående,44,7,,1,44,7,,51
10900,Københavnererklæring,10,2,,1,10,2,,12
10901,menneskerettighedssystem,10,2,,1,10,2,,12
10902,fremragede,10,2,,1,10,2,,12
10903,https://t.co/Zs1Ni9JWPT,10,2,,1,10,2,,12
10904,Proud,174,60,,2,87,30,,234
10905,getting,66,24,,1,66,24,,90
10906,risk,66,24,,1,66,24,,90
10907,youth,66,24,,1,66,24,,90
10908,jobtraining,66,24,,1,66,24,,90
10909,life,87,41,,2,44,20,,128
10910,skills,66,24,,1,66,24,,90
10911,Jesus,8,0,,1,8,0,,8
10912,check,4,1,,2,2,0,,5
10913,lavindkomstgruppe,1,0,,1,1,0,,1
10914,sodavand,3,0,,1,3,0,,3
10915,juice,3,0,,1,3,0,,3
10916,havredrik,3,0,,1,3,0,,3
10917,skjule,3,0,,1,3,0,,3
10918,sukke,3,0,,1,3,0,,3
10919,kiks,3,0,,1,3,0,,3
10920,ketchup,3,0,,1,3,0,,3
10921,lovning,3,0,,1,3,0,,3
10922,attraktion,71,17,,1,71,17,,88
10923,https://t.co/10QrO5ifhw,71,17,,1,71,17,,88
10924,Arla,10,1,,1,10,1,,11
10925,https://t.co/AxlOCPNT4z,10,1,,1,10,1,,11
10926,CO2-fornuftige,0,0,,1,0,0,,0
10927,Danskere,43,10,,1,43,10,,53
10928,våbenkapløb,43,10,,1,43,10,,53
10929,https://t.co/jEoFUCDuS5,43,10,,1,43,10,,53
10930,minoritetsbørn,4,0,,1,4,0,,4
10931,motiv,1,0,,1,1,0,,1
10932,forfremmelse,8,1,,1,8,1,,9
10933,åndsfætter,8,1,,1,8,1,,9
10934,seehofer,8,1,,1,8,1,,9
10935,https://t.co/zP23Jo5ZTr,8,1,,1,8,1,,9
10936,kulturudspil,13,1,,1,13,1,,14
10937,kulturpolitisk,13,1,,1,13,1,,14
10938,https://t.co/4UcI0Cvwz2,13,1,,1,13,1,,14
10939,Jorden,6,0,,1,6,0,,6
10940,Kunstner,6,0,,1,6,0,,6
10941,Helena,6,0,,1,6,0,,6
10942,Hülsen,6,0,,1,6,0,,6
10943,https://t.co/5U0bH2xSao,6,0,,1,6,0,,6
10944,opstillingsberettiget,17,7,,1,17,7,,24
10945,https://t.co/fvFsonYiKP,33,10,,2,16,5,,43
10946,https://t.co/KNk0EZNMfr,17,7,,1,17,7,,24
10947,interview-offer,23,0,,1,23,0,,23
10948,Frie,15,2,,1,15,2,,17
10949,https://t.co/T7njpYJsh6,15,2,,1,15,2,,17
10950,favorit,2,0,,1,2,0,,2
10951,https://t.co/RqUHLfHYln,2,0,,1,2,0,,2
10952,gennembrud,2,0,,1,2,0,,2
10953,spontan,5,0,,1,5,0,,5
10954,Today,151,46,,2,76,23,,197
10955,President,134,41,,2,67,20,,175
10956,agreed,106,38,,1,106,38,,144
10957,enter,106,38,,1,106,38,,144
10958,partnership,106,38,,1,106,38,,144
10959,kind,106,38,,1,106,38,,144
10960,European,106,38,,1,106,38,,144
10961,foster,106,38,,1,106,38,,144
10962,inclusive,106,38,,1,106,38,,144
10963,growth,148,52,,2,74,26,,200
10964,markets,106,38,,1,106,38,,144
10965,kamdidathold,2,0,,1,2,0,,2
10966,underskrift,12,4,,3,4,1,,16
10967,IranDeal,216,57,,1,216,57,,273
10968,contingent,216,57,,1,216,57,,273
10969,strict,216,57,,1,216,57,,273
10970,compliance,216,57,,1,216,57,,273
10971,Important,216,57,,1,216,57,,273
10972,non-proliferation,216,57,,1,216,57,,273
10973,Will,216,57,,1,216,57,,273
10974,EUCO,216,57,,1,216,57,,273
10975,week,216,57,,1,216,57,,273
10976,Chicago,12,2,,1,12,2,,14
10977,nostalgi,12,2,,1,12,2,,14
10978,højaktuel,12,2,,1,12,2,,14
10979,uger.#dkpol,12,2,,1,12,2,,14
10980,https://t.co/tY46QC0aE2,12,2,,1,12,2,,14
10981,vegetabilsk,14,4,,1,14,4,,18
10982,Demonstrations-,14,4,,1,14,4,,18
10983,quinoa,14,4,,1,14,4,,18
10984,landbrugsstøtteordning,14,4,,1,14,4,,18
10985,CAP,14,4,,1,14,4,,18
10986,https://t.co/QgxwEJiJYQ,14,4,,1,14,4,,18
10987,oprindelig,108,34,,1,108,34,,142
10988,https://t.co/34deFohZaF,108,34,,1,108,34,,142
10989,kompromis,272,23,,1,272,23,,295
10990,Henriksen,5,1,,1,5,1,,6
10991,https://t.co/atWWqXEKet,5,1,,1,5,1,,6
10992,atlet,135,26,,2,68,13,,161
10993,Paralympics,117,19,,1,117,19,,136
10994,AllForRio,174,27,,2,87,14,,201
10995,spilleregel,1,0,,1,1,0,,1
10996,Volsmose,1,0,,1,1,0,,1
10997,neoliberalisme,13,6,,1,13,6,,19
10998,brændsel,9,1,,1,9,1,,10
10999,vedtage,9,1,,1,9,1,,10
11000,https://t.co/LfgrteXDFx,9,1,,1,9,1,,10
11001,https://t.co/x87ARRIXvf,10,4,,1,10,4,,14
11002,demokratiforkæmperne,3,2,,1,3,2,,5
11003,Covid.19,16,1,,1,16,1,,17
11004,Fri,16,1,,1,16,1,,17
11005,Happy,36,22,,1,36,22,,58
11006,welcome,36,22,,1,36,22,,58
11007,prior,36,22,,1,36,22,,58
11008,Malta's,36,22,,1,36,22,,58
11009,Presidency,36,22,,1,36,22,,58
11010,tackle,36,22,,1,36,22,,58
11011,https://t.co/iUvWdJTW7u,36,22,,1,36,22,,58
11012,prideparader,31,6,,1,31,6,,37
11013,pride,31,6,,1,31,6,,37
11014,https://t.co/vXvm4aqRJZ,0,0,,1,0,0,,0
11015,santalekyltur,0,0,,1,0,0,,0
11016,onde,0,0,,1,0,0,,0
11017,samtalekultur,0,0,,1,0,0,,0
11018,Mandag,0,0,,1,0,0,,0
11019,Morgen,0,0,,1,0,0,,0
11020,ugentlig,28,4,,3,9,1,,32
11021,Corona-pressemøder,13,2,,1,13,2,,15
11022,klima-pressemøde,13,2,,1,13,2,,15
11023,klima-krisen,48,5,,3,16,2,,53
11024,aircondition,112,20,,1,112,20,,132
11025,mødelokale,112,20,,1,112,20,,132
11026,https://t.co/Bs8QLX2nfB,112,20,,1,112,20,,132
11027,birthday,42,14,,1,42,14,,56
11028,present,42,14,,1,42,14,,56
11029,borders,42,14,,1,42,14,,56
11030,should,42,14,,1,42,14,,56
11031,big,84,28,,2,42,14,,112
11032,https://t.co/DUxFU7kwJH,42,14,,1,42,14,,56
11033,⁦@SorenPape⁩,23,3,,1,23,3,,26
11034,instrukskommissionens,23,3,,1,23,3,,26
11035,uskyldighedskampagner,23,3,,1,23,3,,26
11036,https://t.co/J2rJ7kKPhf,23,3,,1,23,3,,26
11037,etablissement,31,13,,1,31,13,,44
11038,besættelse,31,13,,1,31,13,,44
11039,https://t.co/O9Qv0ZNX4P,31,13,,1,31,13,,44
11040,oldtid,8,0,,1,8,0,,8
11041,etisk,8,0,,1,8,0,,8
11042,inspirere,8,0,,1,8,0,,8
11043,strande,8,0,,1,8,0,,8
11044,https://t.co/UfKfBhoxMC,8,0,,1,8,0,,8
11045,Sprogskolen,30,8,,1,30,8,,38
11046,Brønderslev,30,8,,1,30,8,,38
11047,Klitgaard,30,8,,1,30,8,,38
11048,Kommunen,30,8,,1,30,8,,38
11049,Ærgerligt,60,9,,1,60,9,,69
11050,politikreds,67,14,,1,67,14,,81
11051,mobil,67,14,,1,67,14,,81
11052,https://t.co/GkRF6xEiZg,67,14,,1,67,14,,81
11053,forlegen,20,0,,1,20,0,,20
11054,Tour-starten,20,0,,1,20,0,,20
11055,George,21,7,,1,21,7,,28
11056,Floyds,21,7,,1,21,7,,28
11057,profilering,21,7,,1,21,7,,28
11058,BlackLivesMatter,21,7,,1,21,7,,28
11059,erhvert,18,0,,1,18,0,,18
11060,konevnetioner,18,0,,1,18,0,,18
11061,https://t.co/mrU26Gixjn,0,0,,1,0,0,,0
11062,Marocco,5,0,,1,5,0,,5
11063,Kasakhstan,5,0,,1,5,0,,5
11064,indre,35,9,,2,18,4,,44
11065,klimatopmødet,5,0,,1,5,0,,5
11066,Nytårsaften,29,6,,1,29,6,,35
11067,raket,29,6,,1,29,6,,35
11068,batteribomber,29,6,,1,29,6,,35
11069,fyrværkeri,29,6,,1,29,6,,35
11070,sprængfarlig,29,6,,1,29,6,,35
11071,antiracisme-dagorden,1,0,,1,1,0,,1
11072,LGBTQ-spørgsmålet,1,0,,1,1,0,,1
11073,Etc.,1,0,,1,1,0,,1
11074,uddybning,29,2,,2,14,1,,31
11075,ovennævnt,14,1,,1,14,1,,15
11076,udenforstående,14,1,,1,14,1,,15
11077,medspiller,14,1,,1,14,1,,15
11078,Pkt,0,0,,1,0,0,,0
11079,slå,0,0,,1,0,0,,0
11080,afskum,1175,81,,1,1175,81,,1256
11081,dehumaniserende,1175,81,,1,1175,81,,1256
11082,kendetegne,1175,81,,1,1175,81,,1256
11083,yderligtgående,1175,81,,1,1175,81,,1256
11084,debatindlæg,46,8,,1,46,8,,54
11085,lig,77,15,,2,38,8,,92
11086,Fagbevægelsens,83,10,,1,83,10,,93
11087,Hovedorganisation,83,10,,1,83,10,,93
11088,heksejagt,124,5,,1,124,5,,129
11089,https://t.co/L8oZfcF6xR,124,5,,1,124,5,,129
11090,birkehæk,17,3,,1,17,3,,20
11091,hæk,17,3,,1,17,3,,20
11092,bærbusk,17,3,,1,17,3,,20
11093,prydbusk,17,3,,1,17,3,,20
11094,frugttræ,17,3,,1,17,3,,20
11095,forvirring,17,3,,1,17,3,,20
11096,utal,17,3,,1,17,3,,20
11097,beskære,17,3,,1,17,3,,20
11098,https://t.co/WjIhjI1YXE,17,3,,1,17,3,,20
11099,Tamilsagen,27,3,,1,27,3,,30
11100,hovmod,27,3,,1,27,3,,30
11101,selvretfærdighedsfølelsen,27,3,,1,27,3,,30
11102,retsfølelse,27,3,,1,27,3,,30
11103,https://t.co/MmJ2AAgxK8,27,3,,1,27,3,,30
11104,minkavlen,18,6,,1,18,6,,24
11105,udløbsdato,18,6,,1,18,6,,24
11106,oliemareridt,18,6,,1,18,6,,24
11107,https://t.co/cdI4flfdG5,18,6,,1,18,6,,24
11108,live-nytårstale,65,12,,1,65,12,,77
11109,profiltekst,1,0,,1,1,0,,1
11110,tagget,0,0,,1,0,0,,0
11111,måske-alvorlig-krise,15,1,,1,15,1,,16
11112,Hallo,650,47,,1,650,47,,697
11113,drengeomskæring,650,47,,1,650,47,,697
11114,nedsmeltning,0,0,,1,0,0,,0
11115,finansverden,0,0,,1,0,0,,0
11116,Naturen,9,2,,1,9,2,,11
11117,Kjartan,18,4,,2,9,2,,22
11118,Arngrim,9,2,,1,9,2,,11
11119,Bob,9,2,,1,9,2,,11
11120,Dylan,9,2,,1,9,2,,11
11121,Beatles,9,2,,1,9,2,,11
11122,høstblomst,9,2,,1,9,2,,11
11123,Pow,9,2,,1,9,2,,11
11124,wow,43,12,,2,22,6,,55
11125,udgangsreplik,9,2,,1,9,2,,11
11126,https://t.co/a4Icqppx4c,9,2,,1,9,2,,11
11127,kontakthjælp,7,1,,1,7,1,,8
11128,opleve,7,1,,1,7,1,,8
11129,landing,2,0,,1,2,0,,2
11130,Argumentet,20,2,,1,20,2,,22
11131,Corona-krise,20,2,,1,20,2,,22
11132,klimaområde,20,2,,1,20,2,,22
11133,hasteforespørgsler,0,0,,1,0,0,,0
11134,BLM,1,1,,1,1,1,,2
11135,Antifa,1,1,,1,1,1,,2
11136,Hiv,1,1,,1,1,1,,2
11137,højreradikal,11,6,,2,6,3,,17
11138,konspirationsteorier,1,1,,1,1,1,,2
11139,tandlæge,2,0,,1,2,0,,2
11140,Skift,2,0,,1,2,0,,2
11141,Gabriel,8,1,,1,8,1,,9
11142,Schulz,8,1,,1,8,1,,9
11143,gætte,8,1,,2,4,0,,9
11144,naturmål,0,0,,1,0,0,,0
11145,ligeud,47,4,,1,47,4,,51
11146,hær,47,4,,1,47,4,,51
11147,https://t.co/sqtzjx7rP6,47,4,,1,47,4,,51
11148,smittespredning,17,7,,1,17,7,,24
11149,udsmidning,17,7,,1,17,7,,24
11150,spildevand,17,7,,1,17,7,,24
11151,https://t.co/j8c4G2EZHU,17,7,,1,17,7,,24
11152,børnehjem,50,4,,1,50,4,,54
11153,erstatning,50,4,,1,50,4,,54
11154,godhavnsdrengene,50,4,,1,50,4,,54
11155,privilege,284,33,,2,142,16,,317
11156,open,37,13,,1,37,13,,50
11157,against,85,33,,2,42,16,,118
11158,cancer,37,13,,1,37,13,,50
11159,genbrugsvenligt,0,0,,1,0,0,,0
11160,V-medlem,10,2,,1,10,2,,12
11161,stifte,10,2,,1,10,2,,12
11162,Formanden,10,2,,1,10,2,,12
11163,raketvidenskab,5,1,,1,5,1,,6
11164,honningbi,5,1,,1,5,1,,6
11165,honningbi-bistader,5,1,,1,5,1,,6
11166,https://t.co/zXM1rviHJg,5,1,,1,5,1,,6
11167,indføre,8,0,,1,8,0,,8
11168,personalepolitik,0,0,,1,0,0,,0
11169,bevidst,297,17,,3,99,6,,314
11170,organisationskultur,0,0,,1,0,0,,0
11171,ongoing,0,0,,1,0,0,,0
11172,Good,540,136,,7,77,19,,676
11173,meeting,231,72,,3,77,24,,303
11174,proud,46,16,,1,46,16,,62
11175,contribute,46,16,,1,46,16,,62
11176,ensuring,46,16,,1,46,16,,62
11177,Estonia,46,16,,1,46,16,,62
11178,https://t.co/eDnBZ36w16,46,16,,1,46,16,,62
11179,fejl-formulering,0,0,,1,0,0,,0
11180,SDG,136,48,,2,68,24,,184
11181,discuss,111,33,,1,111,33,,144
11182,how,111,33,,1,111,33,,144
11183,partnerships,111,33,,1,111,33,,144
11184,help,111,33,,1,111,33,,144
11185,https://t.co/acVCgqVkL8,111,33,,1,111,33,,144
11186,bragesnak,6,1,,1,6,1,,7
11187,Taberne,6,1,,1,6,1,,7
11188,LGBTdk,25,6,,1,25,6,,31
11189,https://t.co/9697K9GgqA,25,6,,1,25,6,,31
11190,skybrud,2,1,,1,2,1,,3
11191,Danmarkde,2,1,,1,2,1,,3
11192,californisk,2,1,,1,2,1,,3
11193,skovbrand,2,1,,1,2,1,,3
11194,Californien,2,1,,1,2,1,,3
11195,https://t.co/6aPgvmMtML,2,1,,1,2,1,,3
11196,spansk,13,7,,1,13,7,,20
11197,oppositions-politikere,13,7,,1,13,7,,20
11198,Katalonien,13,7,,1,13,7,,20
11199,EU-land.https://t.co/CKiZktsYpJ,13,7,,1,13,7,,20
11200,formulering,16,1,,2,8,0,,17
11201,fråde,15,1,,1,15,1,,16
11202,Ældrebyrde,2,1,,1,2,1,,3
11203,https://t.co/W9jWm6NTEs,2,1,,1,2,1,,3
11204,detnæstedanmark,2,1,,1,2,1,,3
11205,frustrere,2,0,,1,2,0,,2
11206,ambitionsniveau,2,0,,1,2,0,,2
11207,klima-venner,2,0,,1,2,0,,2
11208,ekstraordinær,21,1,,1,21,1,,22
11209,coronamagt,21,1,,1,21,1,,22
11210,https://t.co/8ci6bqMXMF,10,3,,1,10,3,,13
11211,fordærdeligt,1,0,,1,1,0,,1
11212,stemmeseddel,19,4,,2,10,2,,23
11213,https://t.co/ZkvBuNy8Tw,3,1,,1,3,1,,4
11214,https://t.co/w8BW7dBa1,3,1,,1,3,1,,4
11215,Efterlønnen,11,0,,1,11,0,,11
11216,1970’erne,11,0,,1,11,0,,11
11217,https://t.co/Hj32Lthf0e,1,0,,1,1,0,,1
11218,fremadrettet,1,0,,1,1,0,,1
11219,dansk-indisk,1,0,,1,1,0,,1
11220,"mv.,men",1,0,,1,1,0,,1
11221,menneskerettighedsfortaler,1,0,,1,1,0,,1
11222,Kashmir,9,2,,2,4,1,,11
11223,velfungerende,142,8,,1,142,8,,150
11224,misforståelse,163,11,,2,82,6,,174
11225,medisterpølse,553,23,,1,553,23,,576
11226,Aldi,553,23,,1,553,23,,576
11227,BørnErBørn,553,23,,1,553,23,,576
11228,Merci,24,0,,1,24,0,,24
11229,Stemningsbilleder,24,0,,1,24,0,,24
11230,Største,84,23,,2,42,12,,107
11231,valgsejr,38,8,,2,19,4,,46
11232,socialliberal,24,0,,1,24,0,,24
11233,Presidentielles2017,24,0,,1,24,0,,24
11234,EnMarche,24,0,,1,24,0,,24
11235,https://t.co/P9qtilpj7W,24,0,,1,24,0,,24
11236,Præcist,19,0,,1,19,0,,19
11237,terroristisk,10,2,,1,10,2,,12
11238,Wien,10,2,,1,10,2,,12
11239,overherredømme-militser,10,2,,1,10,2,,12
11240,Grise,40,7,,1,40,7,,47
11241,hedebølge,40,7,,1,40,7,,47
11242,gris,40,7,,1,40,7,,47
11243,Varmepumper,1,0,,1,1,0,,1
11244,energirenoveringe,1,0,,1,1,0,,1
11245,fjernvarmeområderne,1,0,,1,1,0,,1
11246,https://t.co/5TJCLpTC3L,1,0,,1,1,0,,1
11247,provokere,17,1,,1,17,1,,18
11248,kristne,17,1,,1,17,1,,18
11249,ambassadør,27,4,,1,27,4,,31
11250,Ambassadør,27,4,,1,27,4,,31
11251,Vibeke,27,4,,1,27,4,,31
11252,gæstfrihed,27,4,,1,27,4,,31
11253,lærerig,27,4,,1,27,4,,31
11254,Stockholm,27,4,,1,27,4,,31
11255,landskab,42,14,,1,42,14,,56
11256,Emma,42,14,,1,42,14,,56
11257,Goldman,42,14,,1,42,14,,56
11258,åndelig,42,14,,1,42,14,,56
11259,oldemor,42,14,,1,42,14,,56
11260,hetze,0,0,,1,0,0,,0
11261,indormation,33,2,,1,33,2,,35
11262,såbare,33,2,,1,33,2,,35
11263,Selvforsørgende,1,0,,1,1,0,,1
11264,Jokeren,30,9,,1,30,9,,39
11265,fælde,30,9,,1,30,9,,39
11266,snue,30,9,,1,30,9,,39
11267,miljøfilter,30,9,,1,30,9,,39
11268,kassebåndet,30,9,,1,30,9,,39
11269,plastikpose,30,9,,1,30,9,,39
11270,frede,17,1,,1,17,1,,18
11271,Havbunden,17,1,,1,17,1,,18
11272,landnatur,17,1,,1,17,1,,18
11273,rive,17,1,,1,17,1,,18
11274,økosystem,17,1,,1,17,1,,18
11275,https://t.co/pLRZj2fCES,17,1,,1,17,1,,18
11276,between,123,28,,2,62,14,,151
11277,boy,8,0,,1,8,0,,8
11278,brok,12,1,,1,12,1,,13
11279,cykelrytter,12,1,,1,12,1,,13
11280,udbrud,12,1,,1,12,1,,13
11281,High,12,1,,1,12,1,,13
11282,five,12,1,,1,12,1,,13
11283,fremmedhad,13,1,,1,13,1,,14
11284,https://t.co/O1tKhOFENS,13,1,,1,13,1,,14
11285,https://t.co/1MmbFCqg6e,0,0,,1,0,0,,0
11286,magtfuldkommen,3,0,,2,2,0,,3
11287,Also,28,3,,1,28,3,,31
11288,imagine,28,3,,1,28,3,,31
11289,choice,28,3,,1,28,3,,31
11290,Election2020,28,3,,1,28,3,,31
11291,ElectionDay,28,3,,1,28,3,,31
11292,festdag,435,28,,1,435,28,,463
11293,https://t.co/LUprBFbX0L,435,28,,1,435,28,,463
11294,Hader,4,0,,1,4,0,,4
11295,forfatterskab,4,0,,1,4,0,,4
11296,store-små-glæder,11,2,,1,11,2,,13
11297,juledag,11,2,,1,11,2,,13
11298,Torben,11,2,,1,11,2,,13
11299,https://t.co/YBqJKExeCd,11,2,,1,11,2,,13
11300,way,70,19,,1,70,19,,89
11301,reacting,70,19,,1,70,19,,89
11302,communicating,70,19,,1,70,19,,89
11303,something,70,19,,1,70,19,,89
11304,normally,70,19,,1,70,19,,89
11305,societies,70,19,,1,70,19,,89
11306,tipping,70,19,,1,70,19,,89
11307,followers,70,19,,1,70,19,,89
11308,reading,70,19,,1,70,19,,89
11309,VoteBidenHarrisToSaveAmerica,70,19,,1,70,19,,89
11310,glashus,96,11,,2,48,6,,107
11311,metoo,78,9,,1,78,9,,87
11312,https://t.co/39D1MmBwoE,78,9,,1,78,9,,87
11313,Agree,20,9,,1,20,9,,29
11314,treaty,20,9,,1,20,9,,29
11315,changes,20,9,,1,20,9,,29
11316,Must,20,9,,1,20,9,,29
11317,essentials,20,9,,1,20,9,,29
11318,grand,20,9,,1,20,9,,29
11319,projects,20,9,,1,20,9,,29
11320,institutional,20,9,,1,20,9,,29
11321,discussions,20,9,,1,20,9,,29
11322,SOTEU,20,9,,1,20,9,,29
11323,Dennis,5,1,,1,5,1,,6
11324,Nørmark,5,1,,1,5,1,,6
11325,bestseller,5,1,,1,5,1,,6
11326,Pseudoarbejde,5,1,,1,5,1,,6
11327,https://t.co/yBpGOAU2x1,5,1,,1,5,1,,6
11328,luftudspil,3,0,,1,3,0,,3
11329,Dyrene,4,1,,1,4,1,,5
11330,bur,4,1,,1,4,1,,5
11331,fuldtidsliv,4,1,,1,4,1,,5
11332,stald,4,1,,1,4,1,,5
11333,frisind,20,1,,1,20,1,,21
11334,https://t.co/67zHySjSuu,2,1,,1,2,1,,3
11335,cykelfradrag,2,1,,1,2,1,,3
11336,kørselsfradrag,2,1,,1,2,1,,3
11337,Cykelfradraget,2,1,,1,2,1,,3
11338,arbejdssted,2,1,,1,2,1,,3
11339,bilkørselsfradrag,2,1,,1,2,1,,3
11340,Hven,9,1,,1,9,1,,10
11341,ejendom,9,1,,1,9,1,,10
11342,ABBA,13,4,,1,13,4,,17
11343,børnedag,13,4,,1,13,4,,17
11344,https://t.co/LhKskWEaVQ,13,4,,1,13,4,,17
11345,værdifuld,32,10,,1,32,10,,42
11346,nøgleord,32,10,,1,32,10,,42
11347,https://t.co/lcLu6ErJTG,32,10,,1,32,10,,42
11348,Great,179,55,,2,90,28,,234
11349,Germany,119,28,,1,119,28,,147
11350,league,119,28,,1,119,28,,147
11351,possible,119,28,,1,119,28,,147
11352,cooperation,283,96,,3,94,32,,379
11353,https://t.co/iUJtbKf9F1,119,28,,1,119,28,,147
11354,Kristoffer,101,0,,1,101,0,,101
11355,Eriksen,101,0,,1,101,0,,101
11356,chefredaktør,105,0,,2,52,0,,105
11357,Ekstrabladet,101,0,,1,101,0,,101
11358,buks,101,0,,1,101,0,,101
11359,Avs,101,0,,1,101,0,,101
11360,https://t.co/SC3KCWnPzJ,34,14,,1,34,14,,48
11361,Midlertidighed,13,3,,1,13,3,,16
11362,grænsehandel,5,2,,1,5,2,,7
11363,https://t.co/3zeoKmMDQ6,22,4,,1,22,4,,26
11364,fredagsbøn,3,0,,1,3,0,,3
11365,Mosker,3,0,,1,3,0,,3
11366,Christchurch,3,0,,1,3,0,,3
11367,Zealand,3,0,,1,3,0,,3
11368,Ekstremisme,3,0,,1,3,0,,3
11369,fordømmelse,3,0,,1,3,0,,3
11370,ChristChurch,3,0,,1,3,0,,3
11371,Nope,1,0,,1,1,0,,1
11372,Anonym,8,0,,1,8,0,,8
11373,thiesen,3,0,,1,3,0,,3
11374,Dum,3,0,,1,3,0,,3
11375,perker,3,0,,1,3,0,,3
11376,terroristsympatisør,3,0,,1,3,0,,3
11377,samfundstaber,3,0,,1,3,0,,3
11378,NSA,123,24,,3,41,8,,147
11379,to-tre,1,0,,1,1,0,,1
11380,https://t.co/xoPTElywGV,16,1,,1,16,1,,17
11381,sætning,235,5,,2,118,2,,240
11382,citere,67,2,,1,67,2,,69
11383,https://t.co/u5wJEefP7Q,67,2,,1,67,2,,69
11384,https://t.co/uLnRdWwrZG,29,13,,1,29,13,,42
11385,allerbedste,1,0,,1,1,0,,1
11386,engangsplast,1,0,,1,1,0,,1
11387,glasbeholdere,1,0,,1,1,0,,1
11388,keramik,1,0,,1,1,0,,1
11389,Here,1,0,,1,1,0,,1
11390,again,1,0,,1,1,0,,1
11391,Farberger,34,10,,1,34,10,,44
