,word,likes,retweets,comments,n,avg_likes,avg_retweets,avg_comments,trafic
10252,Tvingende,2,0,,1,2,0,,2
10253,https://t.co/yV5i1A1OY3,7,5,,1,7,5,,12
10254,afhjælpe,71,11,,1,71,11,,82
10255,LeaveNoOneBehind,71,11,,1,71,11,,82
10256,https://t.co/1oxrflMDn1,71,11,,1,71,11,,82
10257,https://t.co/FYf9sznebf,9,1,,1,9,1,,10
10258,lattergaspatroner,152,24,,1,152,24,,176
10259,Salg,152,24,,1,152,24,,176
10260,kiosk,152,24,,1,152,24,,176
10261,Lattergas,180,27,,2,90,14,,207
10262,livsfarlig,152,24,,1,152,24,,176
10263,https://t.co/Nrn9DsHLbV,152,24,,1,152,24,,176
10264,bagi,5,2,,1,5,2,,7
10265,lag,36,23,,1,36,23,,59
10266,overbelægning,36,23,,1,36,23,,59
10267,Bilens,0,0,,1,0,0,,0
10268,indretning,192,13,,2,96,6,,205
10269,chauffør,9,2,,2,4,1,,11
10270,Burger,13,10,,1,13,10,,23
10271,Coca,13,10,,1,13,10,,23
10272,skat.dk,13,10,,1,13,10,,23
10273,0kr,13,10,,1,13,10,,23
10274,velfærdskroner,36,15,,1,36,15,,51
10275,Private,36,15,,1,36,15,,51
10276,husholdningskasse,36,15,,1,36,15,,51
10277,velfærdsindsatser,36,15,,1,36,15,,51
10278,https://t.co/kXegUnUpSI,36,15,,1,36,15,,51
10279,efterspg,0,0,,1,0,0,,0
10280,Klimakrisen,0,0,,1,0,0,,0
10281,Ringkøbing,3,1,,1,3,1,,4
10282,https://t.co/jGfhiKtH6e,3,1,,1,3,1,,4
10283,overflødig,53,7,,1,53,7,,60
10284,tosse,53,7,,1,53,7,,60
10285,Beløbet,53,7,,1,53,7,,60
10286,idioti,171,18,,2,86,9,,189
10287,Højrefløjens,53,7,,1,53,7,,60
10288,vejplan,53,7,,1,53,7,,60
10289,regeringsmagt,54,9,,2,27,4,,63
10290,bestikkelse,53,7,,1,53,7,,60
10291,Casper,15,2,,1,15,2,,17
10292,https://t.co/D3jruxbaka,15,2,,1,15,2,,17
10293,sflm16#sammen,3,1,,1,3,1,,4
10294,https://t.co/3goZYZGehp,3,1,,1,3,1,,4
10295,udfasning,3,0,,3,1,0,,3
10296,pludselig,2,0,,1,2,0,,2
10297,masseaflivning,2,0,,1,2,0,,2
10298,Følgegruppen,5,2,,1,5,2,,7
10299,skelne,1,0,,1,1,0,,1
10300,baglinje,134,0,,1,134,0,,134
10301,doorstep,134,0,,1,134,0,,134
10302,tillykke-beskederne,134,0,,1,134,0,,134
10303,https://t.co/AexBd1vPRc,134,0,,1,134,0,,134
10304,vaccinere,97,13,,1,97,13,,110
10305,minkpels,97,13,,1,97,13,,110
10306,https://t.co/o2RVgt5lxM,97,13,,1,97,13,,110
10307,Besparelsen,307,52,,1,307,52,,359
10308,massefyring,307,52,,1,307,52,,359
10309,yndlingsprogrammer,307,52,,1,307,52,,359
10310,Ramasjang,307,52,,1,307,52,,359
10311,Ultra,308,53,,2,154,26,,361
10312,sparekniv,307,52,,1,307,52,,359
10313,fandeme,307,52,,1,307,52,,359
10314,Menneskerettighedsråd,121,25,,1,121,25,,146
10315,advare,121,25,,1,121,25,,146
10316,deal,246,54,,2,123,27,,300
10317,greennewdeal,121,25,,1,121,25,,146
10318,Folkets,105,12,,1,105,12,,117
10319,FridaysForFuture,105,12,,1,105,12,,117
10320,pressechef,2,0,,1,2,0,,2
10321,skulder,2,0,,1,2,0,,2
10322,Trumpets,46,7,,1,46,7,,53
10323,ClimateAction,46,7,,1,46,7,,53
10324,Oooookay,2,0,,1,2,0,,2
10325,Hjælpen,2,1,,1,2,1,,3
10326,hjerneskadet,2,1,,1,2,1,,3
10327,halte,2,1,,1,2,1,,3
10328,⁦@Spolitik⁩,123,24,,1,123,24,,147
10329,Klimapartnerskabet,123,24,,1,123,24,,147
10330,skygge,123,24,,2,62,12,,147
10331,klimamålsætning,123,24,,1,123,24,,147
10332,https://t.co/wnuWqCYky1,123,24,,1,123,24,,147
10333,jødehader,0,0,,1,0,0,,0
10334,enlig,144,32,,1,144,32,,176
10335,skoletandlæge,144,32,,1,144,32,,176
10336,Nærvær,144,32,,1,144,32,,176
10337,https://t.co/dQvDNRMOgZ,144,32,,1,144,32,,176
10338,omprioriteringsbidraget,34,12,,1,34,12,,46
10339,udflytning,8,0,,2,4,0,,8
10340,ÅOP-loft,5,0,,1,5,0,,5
10341,Forbrugerrådet,5,0,,1,5,0,,5
10342,kyokushin,1,0,,1,1,0,,1
10343,kaste,3,2,,1,3,2,,5
10344,tryllepenge,3,2,,1,3,2,,5
10345,arbejdsdeling,11,1,,1,11,1,,12
10346,hasteloven,1,0,,1,1,0,,1
10347,Rædselsfuldt,230,11,,1,230,11,,241
10348,nederdrægtig,230,11,,2,115,6,,241
10349,levevis,230,11,,1,230,11,,241
10350,Uber,0,0,,2,0,0,,0
10351,Unødvendigt,4,0,,1,4,0,,4
10352,Togpersonalet,4,0,,1,4,0,,4
10353,børnecheck,579,32,,1,579,32,,611
10354,kønsidentitet,2,0,,1,2,0,,2
10355,kønsudtryk,2,0,,1,2,0,,2
10356,mobilisering,59,8,,1,59,8,,67
10357,ejendomsspekulant,217,11,,1,217,11,,228
10358,storby,217,11,,1,217,11,,228
10359,https://t.co/iZVMYRosw0,217,11,,1,217,11,,228
10360,planet,66,13,,2,33,6,,79
10361,sværdslag,40,9,,1,40,9,,49
10362,klimapolitik,86,18,,3,29,6,,104
10363,strømpil,40,9,,1,40,9,,49
10364,2025-mål,40,9,,1,40,9,,49
10365,https://t.co/dya6QjMuuG,40,9,,1,40,9,,49
10366,kærkommen,25,3,,1,25,3,,28
10367,Skrot,25,3,,1,25,3,,28
10368,https://t.co/LYVnwScszv,25,3,,1,25,3,,28
10369,topdirektørers,6,0,,1,6,0,,6
10370,aflønning,6,0,,1,6,0,,6
10371,OK-forhandlinger,6,0,,1,6,0,,6
10372,http://t.co/qygZatDvLq,3,0,,1,3,0,,3
10373,Serdal,3,0,,1,3,0,,3
10374,Stats-,0,0,,1,0,0,,0
10375,kommunehospital,0,0,,1,0,0,,0
10376,valgkampspenge,0,0,,1,0,0,,0
10377,flodbølge,16,1,,1,16,1,,17
10378,ELs,3,1,,1,3,1,,4
10379,Amen,1,0,,1,1,0,,1
10380,statsborgerskabssag,0,2,,1,0,2,,2
10381,http://t.co/p6uAzrLCzs,0,2,,1,0,2,,2
10382,fjerne,4,1,,1,4,1,,5
10383,psykologhjælp,89,13,,2,44,6,,102
10384,https://t.co/Xgcwq4USjY,4,1,,1,4,1,,5
10385,dkklkma,72,9,,1,72,9,,81
10386,valgrap,128,24,,2,64,12,,152
10387,views,64,12,,1,64,12,,76
10388,Power-to-X,75,5,,1,75,5,,80
10389,jydsk,75,5,,1,75,5,,80
10390,https://t.co/iJ4GRg2KYr,75,5,,1,75,5,,80
10391,klimadiskussionerne,70,5,,1,70,5,,75
10392,drivhusgasreduktioner,70,5,,1,70,5,,75
10393,gasse,63,6,,2,32,3,,69
10394,KeepItInTheGround,47,5,,1,47,5,,52
10395,stopoliejagt,47,5,,1,47,5,,52
10396,https://t.co/5vkCONQkSy,47,5,,1,47,5,,52
10397,sænke,0,0,,1,0,0,,0
10398,infrastuktur,0,0,,1,0,0,,0
10399,taken,0,0,,1,0,0,,0
10400,Køln,0,0,,1,0,0,,0
10401,Sovjet,2,0,,2,1,0,,2
10402,invasion,2,0,,1,2,0,,2
10403,afstandstagen,2,0,,1,2,0,,2
10404,fortale,2,0,,1,2,0,,2
10405,døgn,25,11,,2,12,6,,36
10406,dyster,5,7,,1,5,7,,12
10407,selvdestruktiv,5,7,,1,5,7,,12
10408,http://t.co/RXbNELtJ1,5,7,,1,5,7,,12
10409,Konstruktivt,30,6,,1,30,6,,36
10410,havvindmølle,30,6,,1,30,6,,36
10411,energi-ø,30,6,,1,30,6,,36
10412,https://t.co/ueMfvRFt5o,30,6,,1,30,6,,36
10413,Tanken,0,0,,1,0,0,,0
10414,https://t.co/XFGNqn8sI9,13,0,,1,13,0,,13
10415,Hyggeligt,2,0,,1,2,0,,2
10416,idealistisk,0,0,,1,0,0,,0
10417,bryst,0,0,,1,0,0,,0
10418,guldrandet,0,0,,1,0,0,,0
10419,Gennemsnit,3,3,,1,3,3,,6
10420,Fanden,3,3,,1,3,3,,6
10421,kortudd,3,3,,1,3,3,,6
10422,fremhæve,12,6,,1,12,6,,18
10423,defacto,12,6,,1,12,6,,18
10424,HIV,6,1,,1,6,1,,7
10425,Aids,6,1,,1,6,1,,7
10426,psykofarmakum,4,4,,1,4,4,,8
10427,Lavt,118,0,,1,118,0,,118
10428,https://t.co/86xP0UoJrS,4,2,,1,4,2,,6
10429,Kvinder,121,14,,2,60,7,,135
10430,fucking,902,29,,2,451,14,,931
10431,faktisk,15,3,,1,15,3,,18
10432,https://t.co/YLhZONE248,4,1,,1,4,1,,5
10433,Nørde-alarm,147,12,,1,147,12,,159
10434,CO2-fortrængningskrav,147,12,,1,147,12,,159
10435,brændstof,312,28,,4,78,7,,340
10436,Palme,147,12,,1,147,12,,159
10437,sojaolie,147,12,,1,147,12,,159
10438,interessere,0,0,,1,0,0,,0
10439,lånemulighed,0,0,,1,0,0,,0
10440,lønarbejder,6,0,,1,6,0,,6
10441,minoritet,55,7,,4,14,2,,62
10442,irreversibel,14,0,,1,14,0,,14
10443,slagsmål,2,0,,1,2,0,,2
10444,Europa-Kommissionen,2,0,,1,2,0,,2
10445,mistrives,34,1,,1,34,1,,35
10446,biodiversitet,171,31,,6,28,5,,202
10447,https://t.co/fc0vSxUnqQ,66,13,,1,66,13,,79
10448,Nederlag,10,1,,1,10,1,,11
10449,https://t.co/uDAFkYOsvd,10,1,,1,10,1,,11
10450,stalking,23,6,,1,23,6,,29
10451,politiforlig,23,6,,1,23,6,,29
10452,grønskolling,6,0,,1,6,0,,6
10453,https://t.co/wV4buQUdHH,74,9,,1,74,9,,83
10454,selektion,0,0,,1,0,0,,0
10455,Grønner,6,0,,1,6,0,,6
10456,https://t.co/zDjPqRCSj9,6,0,,1,6,0,,6
10457,Gud,6,1,,1,6,1,,7
10458,Kons.,6,1,,1,6,1,,7
10459,Religionsfrihed,6,1,,1,6,1,,7
10460,vikar,6,1,,1,6,1,,7
10461,spændetrøje,2,0,,1,2,0,,2
10462,kltop19,2,0,,1,2,0,,2
10463,https://t.co/H5mUWu8IkA,2,0,,1,2,0,,2
10464,aftes,54,6,,1,54,6,,60
10465,klimalovnu,54,6,,1,54,6,,60
10466,kag,16,1,,1,16,1,,17
10467,https://t.co/gFnWY0i09U,16,1,,1,16,1,,17
10468,sflm18,16,1,,1,16,1,,17
10469,SFere,16,1,,1,16,1,,17
10470,updated,16,1,,1,16,1,,17
10471,https://t.co/VgWRPdRl2,16,1,,1,16,1,,17
10472,Rigtigt,6,4,,2,3,2,,10
10473,slide,0,0,,1,0,0,,0
10474,fornyelse,0,0,,1,0,0,,0
10475,helsehjemmeside,0,0,,1,0,0,,0
10476,privatperson,10,2,,2,5,1,,12
10477,c-vitamin,0,0,,1,0,0,,0
10478,successen,0,0,,1,0,0,,0
10479,finanslovsforhandling,6,0,,1,6,0,,6
10480,Amazonas,53,12,,1,53,12,,65
10481,ansvarsløs,53,12,,1,53,12,,65
10482,https://t.co/44FANGdKie,53,12,,1,53,12,,65
10483,institutionel,56,13,,1,56,13,,69
10484,https://t.co/iWVd2O0GWW,56,13,,1,56,13,,69
10485,brobygning,3,0,,1,3,0,,3
10486,https://t.co/EePBmNH8zr,29,2,,1,29,2,,31
10487,Aajj,1,0,,1,1,0,,1
10488,prøvetagning,0,0,,1,0,0,,0
10489,Byggeri,12,15,,2,6,8,,27
10490,læretid,12,14,,1,12,14,,26
10491,håndtrykstravet,118,11,,1,118,11,,129
10492,symbolpolitisk,118,11,,1,118,11,,129
10493,lævn,118,11,,1,118,11,,129
10494,Støjberg-tiden,118,11,,1,118,11,,129
10495,blodtryk,0,0,,2,0,0,,0
10496,https://t.co/4lLPTcxWsR,28,6,,1,28,6,,34
10497,fordeling,4,0,,1,4,0,,4
10498,sflm17,18,4,,1,18,4,,22
10499,https://t.co/6i1ny7Pmnm,18,4,,1,18,4,,22
10500,regneark,6,4,,1,6,4,,10
10501,https://t.co/xKvp2DlMaT,6,4,,1,6,4,,10
10502,student,110,9,,1,110,9,,119
10503,rust,110,9,,1,110,9,,119
10504,Studievalg,110,9,,1,110,9,,119
10505,tage,110,9,,1,110,9,,119
10506,https://t.co/nccRM3dWzs,44,12,,1,44,12,,56
10507,https://t.co/GxmdZa5c4S,47,1,,1,47,1,,48
10508,FOAs,3,0,,1,3,0,,3
10509,afdækning,3,0,,1,3,0,,3
10510,bosted,3,0,,1,3,0,,3
10511,https://t.co/wnouFbFg8d,3,0,,1,3,0,,3
10512,https://t.co/50ztKv38g6,37,5,,1,37,5,,42
10513,tæsk,0,0,,1,0,0,,0
10514,bøllebank,0,0,,1,0,0,,0
10515,Paradokser,2,1,,1,2,1,,3
10516,https://t.co/nzcXKhRf0X,2,1,,1,2,1,,3
10517,Oster,1,0,,1,1,0,,1
10518,https://t.co/eFnM18kUpU,5,2,,1,5,2,,7
10519,ydelseskommissionen,3,0,,1,3,0,,3
10520,https://t.co/ZEE8c21166,88,20,,1,88,20,,108
10521,Togfonden,33,9,,1,33,9,,42
10522,sidespor,33,9,,1,33,9,,42
10523,KÆMPE,16,4,,1,16,4,,20
10524,sundhedvæsenet,16,4,,1,16,4,,20
10525,demokratietsaften,16,4,,1,16,4,,20
10526,procentvis,2,0,,1,2,0,,2
10527,aldersgruppe,2,0,,1,2,0,,2
10528,Friskolerne,132,16,,1,132,16,,148
10529,uddannelsestradition,132,16,,1,132,16,,148
10530,grundskole,132,16,,1,132,16,,148
10531,belønne,135,16,,2,68,8,,151
10532,Brian,9,0,,1,9,0,,9
10533,Mikkelsen,14,1,,2,7,0,,15
10534,Yvonne,9,0,,1,9,0,,9
10535,https://t.co/rSAEvcgJAQ,5,0,,1,5,0,,5
10536,https://t.co/tuIncYNzzf,19,2,,1,19,2,,21
10537,hylde,215,21,,1,215,21,,236
10538,mønsterbrydere,215,21,,1,215,21,,236
10539,mønstre,215,21,,1,215,21,,236
10540,https://t.co/QcHqCQEYwI,215,21,,1,215,21,,236
10541,Kødproduktionen,5,1,,1,5,1,,6
10542,gkgreen,5,1,,1,5,1,,6
10543,https://t.co/laTcwbon2x,5,1,,1,5,1,,6
10544,https://t.co/D1hJBfFfcn,0,0,,1,0,0,,0
10545,Bliv,0,0,,1,0,0,,0
10546,pba,0,0,,1,0,0,,0
10547,etnicitet,0,0,,1,0,0,,0
10548,klimakampen,259,21,,1,259,21,,280
10549,EGP's,4,2,,1,4,2,,6
10550,fmd.,4,2,,1,4,2,,6
10551,markedskritisk,4,2,,1,4,2,,6
10552,venstregrøn,4,2,,1,4,2,,6
10553,https://t.co/o9vpJzKhs5,4,2,,1,4,2,,6
10554,indvandrerkritiske,578,38,,1,578,38,,616
10555,Øøhh,578,38,,1,578,38,,616
10556,karseklippet,578,38,,1,578,38,,616
10557,fordomsfuld,578,38,,1,578,38,,616
10558,hadefuld,588,40,,2,294,20,,628
10559,akvarium,578,38,,1,578,38,,616
10560,https://t.co/vt2Rxb4tgi,15,4,,1,15,4,,19
10561,modtagecenter,16,4,,2,8,2,,20
10562,10-års,5,2,,1,5,2,,7
10563,religionsfrihed,5,2,,1,5,2,,7
10564,religiondk,5,2,,1,5,2,,7
10565,personalemangel,9,2,,1,9,2,,11
10566,Kriminalforsorgen,9,2,,1,9,2,,11
10567,sydjysk,2,1,,1,2,1,,3
10568,retsvæsen,1,0,,1,1,0,,1
10569,udskrift,3,0,,1,3,0,,3
10570,klimaungeråd,1,1,,1,1,1,,2
10571,klimastrejker,1,1,,1,1,1,,2
10572,stordriftsfordel,59,2,,1,59,2,,61
10573,bespare,59,2,,1,59,2,,61
10574,smådriftsfordele,59,2,,1,59,2,,61
10575,orlovssituationer,3,0,,1,3,0,,3
10576,orlov,130,13,,3,43,4,,143
10577,relation,3,0,,1,3,0,,3
10578,folketingsarbejde,3,0,,1,3,0,,3
10579,Paris-aftalen,25,4,,2,12,2,,29
10580,eu-budgettet,8,0,,1,8,0,,8
10581,forhandlingsmandat,8,0,,1,8,0,,8
10582,smittestigning,3,2,,1,3,2,,5
10583,smittekæde,3,2,,1,3,2,,5
10584,Virksomheder,3,2,,1,3,2,,5
10585,Medarbejdere,3,2,,1,3,2,,5
10586,https://t.co/VK9FDicNvF,3,2,,1,3,2,,5
10587,kanal,2,0,,1,2,0,,2
10588,krigskasse,52,6,,1,52,6,,58
10589,https://t.co/V7bYvKCOZj,52,6,,1,52,6,,58
10590,Lizette,2,1,,1,2,1,,3
10591,https://t.co/od3Zf9CTta,2,1,,1,2,1,,3
10592,grønnecheck,68,10,,1,68,10,,78
10593,Redskabet,15,1,,1,15,1,,16
10594,fossilbiler,43,7,,2,22,4,,50
10595,kræftramt,83,8,,1,83,8,,91
10596,https://t.co/BuyC4zicpC,83,8,,1,83,8,,91
10597,kystkommune,6,4,,1,6,4,,10
10598,svensker,6,4,,1,6,4,,10
10599,sandsugning,12,8,,2,6,4,,20
10600,finansieringsforslag,1,0,,1,1,0,,1
10601,dræne,891,28,,1,891,28,,919
10602,Trump-impersonater,891,28,,1,891,28,,919
10603,naziuniform,891,28,,1,891,28,,919
10604,fuldstændig,1,0,,1,1,0,,1
10605,Partierne,1,0,,1,1,0,,1
10606,Hey,15,1,,2,8,0,,16
10607,ultravalg,1,1,,1,1,1,,2
10608,plastforurening,12,4,,1,12,4,,16
10609,https://t.co/QP9yxUtVjD,12,4,,1,12,4,,16
10610,borgerting,69,2,,1,69,2,,71
10611,NejBetyderNej,0,0,,1,0,0,,0
10612,https://t.co/JmF1sig8tC,0,0,,1,0,0,,0
10613,Snittene,2,0,,1,2,0,,2
10614,Gellerup,0,0,,1,0,0,,0
10615,SFULM15,1,0,,1,1,0,,1
10616,https://t.co/5TpD069Y8h,1,0,,1,1,0,,1
10617,https://t.co/qd3DpuzrIm,6,2,,1,6,2,,8
10618,fremgang,5,0,,1,5,0,,5
10619,Kraftfuld,25,4,,1,25,4,,29
10620,Klima-,25,4,,1,25,4,,29
10621,biodiversitetskrisens,25,4,,1,25,4,,29
10622,uoverskuelig,25,4,,1,25,4,,29
10623,Målet,1,0,,1,1,0,,1
10624,Langballe,4,1,,1,4,1,,5
10625,drdeadline,4,1,,1,4,1,,5
10626,Boligaftalen,0,0,,1,0,0,,0
10627,hovedregel,0,0,,1,0,0,,0
10628,svie,21,3,,1,21,3,,24
10629,lobbyist,21,3,,1,21,3,,24
10630,Falck,42,6,,2,21,3,,48
10631,Bios,42,6,,2,21,3,,48
10632,harme,46,8,,1,46,8,,54
10633,https://t.co/5mPg1uzTqS,46,8,,1,46,8,,54
10634,Ensidigt,6,0,,1,6,0,,6
10635,ønskeseddel,6,0,,1,6,0,,6
10636,https://t.co/8zDGNDS3di,6,0,,1,6,0,,6
10637,lække,1,0,,1,1,0,,1
10638,Udgangsforbud,10,3,,1,10,3,,13
10639,bølle,10,3,,1,10,3,,13
10640,Fil,0,1,,1,0,1,,1
10641,neg,3,0,,1,3,0,,3
10642,forskningsreserve,3,0,,1,3,0,,3
10643,kerneopgave,0,0,,1,0,0,,0
10644,haveaffald,0,0,,1,0,0,,0
10645,genbrugsplads,0,0,,1,0,0,,0
10646,https://t.co/UfRpCYyykk,90,4,,1,90,4,,94
10647,Pjat,0,0,,1,0,0,,0
10648,underholdningsværdi,40,5,,1,40,5,,45
10649,lovgiver,1,0,,1,1,0,,1
10650,Højesteret,1,0,,1,1,0,,1
10651,Skattestyrelsen,2,0,,1,2,0,,2
10652,Små,9,2,,1,9,2,,11
10653,https://t.co/R7CQTlkk9Y,9,2,,1,9,2,,11
10654,Dina,1,0,,1,1,0,,1
10655,Slap,0,0,,1,0,0,,0
10656,Kaffetante,39,10,,1,39,10,,49
10657,Kate,57,14,,2,28,7,,71
10658,https://t.co/rSwUfpEuIM,39,10,,1,39,10,,49
10659,ClimateActionNow,52,10,,1,52,10,,62
10660,https://t.co/sWT8vccKjB,52,10,,1,52,10,,62
10661,kolossal,65,13,,1,65,13,,78
10662,https://t.co/rjlAovNdwG,65,13,,1,65,13,,78
10663,travl,1,0,,1,1,0,,1
10664,format,1,0,,1,1,0,,1
10665,Megaklasser,19,9,,1,19,9,,28
10666,læring,25,9,,2,12,4,,34
10667,Underlig,12,3,,1,12,3,,15
10668,ikke-nyhed,12,3,,1,12,3,,15
10669,underlig,46,9,,1,46,9,,55
10670,bevægelighed,46,9,,1,46,9,,55
10671,protektionisme,46,9,,1,46,9,,55
10672,risikoniveau,3,0,,1,3,0,,3
10673,Margrete,45,5,,1,45,5,,50
10674,engagere,50,7,,2,25,4,,57
10675,https://t.co/sg03w40ajn,45,5,,1,45,5,,50
10676,rune,6,2,,1,6,2,,8
10677,kloghed,6,2,,1,6,2,,8
10678,yngel,6,2,,1,6,2,,8
10679,https://t.co/Eqw6jb6pxE,6,2,,1,6,2,,8
10680,fraværende,0,0,,1,0,0,,0
10681,bagside,12,0,,1,12,0,,12
10682,medalje,186,27,,3,62,9,,213
10683,administrativ,12,0,,1,12,0,,12
10684,aldersgrænse,1328,97,,3,443,32,,1425
10685,https://t.co/Rc1a7BfhFA,28,3,,1,28,3,,31
10686,Krause,27,8,,1,27,8,,35
10687,folkestemning,37,1,,1,37,1,,38
10688,pågældende,37,1,,1,37,1,,38
10689,Arbejde,0,0,,1,0,0,,0
10690,"samkørsel""",0,0,,1,0,0,,0
10691,sååå,0,0,,1,0,0,,0
10692,oliepris,17,4,,1,17,4,,21
10693,strøm!#dkpol,17,4,,1,17,4,,21
10694,https://t.co/7W0LRRQ2hs,17,4,,1,17,4,,21
10695,lægeerklæring,124,13,,1,124,13,,137
10696,https://t.co/5cwnzue1L2,124,13,,1,124,13,,137
10697,https://t.co/fhZodsPpzB,1,1,,1,1,1,,2
10698,Toget,1,0,,1,1,0,,1
10699,Langaa,1,0,,1,1,0,,1
10700,kammerat,15,0,,2,8,0,,15
10701,Umbrella-sagen,0,0,,1,0,0,,0
10702,Risiko,0,0,,1,0,0,,0
10703,opdagelse,0,0,,1,0,0,,0
10704,omstrukturering,1,0,,1,1,0,,1
10705,funny,1,0,,1,1,0,,1
10706,Lagermanden,7,3,,1,7,3,,10
10707,kollegerne,7,3,,1,7,3,,10
10708,https://t.co/fOSKEnzYA7,7,3,,1,7,3,,10
10709,Juhuuuu,46,4,,1,46,4,,50
10710,naturgasfyr,46,4,,1,46,4,,50
10711,https://t.co/HZS1eUBQKQ,46,4,,1,46,4,,50
10712,luksusspørgsmål,18,0,,1,18,0,,18
10713,landsplan,0,1,,1,0,1,,1
10714,https://t.co/hpEJErJelk,0,1,,1,0,1,,1
10715,https://t.co/UgyxAxzh8p,66,6,,1,66,6,,72
10716,Skotland,9,3,,1,9,3,,12
10717,Vindstrøm,9,3,,1,9,3,,12
10718,Portlands,9,3,,1,9,3,,12
10719,https://t.co/baZAkIoOyK,9,3,,1,9,3,,12
10720,https://t.co/3lFxy2Swmw,79,15,,1,79,15,,94
10721,IT-produkt,1,0,,1,1,0,,1
10722,https://t.co/WlPvrcvy6D,28,6,,1,28,6,,34
10723,https://t.co/N4r3JrN7nI,420,29,,1,420,29,,449
10724,dokumenterbart,217,16,,1,217,16,,233
10725,https://t.co/Cm5h0ezpN0,217,16,,1,217,16,,233
10726,Højskolesangbogen,62,2,,2,31,1,,64
10727,nationalkonservative,31,1,,1,31,1,,32
10728,https://t.co/njEwIc4d3f,20,6,,1,20,6,,26
10729,ghettoudspil,100,20,,1,100,20,,120
10730,fleres,3,0,,1,3,0,,3
10731,bagkatalog,3,0,,1,3,0,,3
10732,umenneskelig,0,0,,1,0,0,,0
10733,transportudspil,28,6,,1,28,6,,34
10734,udregning,28,6,,1,28,6,,34
10735,cykelforhold,28,6,,1,28,6,,34
10736,delebil,28,6,,1,28,6,,34
10737,https://t.co/XtCIilibu4,28,6,,1,28,6,,34
10738,Psykiatrihospitalet,82,18,,1,82,18,,100
10739,https://t.co/NanNfIPMyW,82,18,,1,82,18,,100
10740,day,2527,818,,1,2527,818,,3345
10741,the,3230,1018,,7,461,145,,4248
10742,continue,2527,818,,1,2527,818,,3345
10743,battle,2527,818,,1,2527,818,,3345
10744,Nærhedsfonden,72,14,,1,72,14,,86
10745,beredskaber,72,14,,1,72,14,,86
10746,https://t.co/MxIE554hAN,72,14,,1,72,14,,86
10747,https://t.co/rFu0nWXoT3,7,1,,1,7,1,,8
10748,finesse,154,9,,1,154,9,,163
10749,https://t.co/F7fsNMGDOH,102,15,,1,102,15,,117
10750,Sårbare,116,20,,1,116,20,,136
10751,forsvarsalliance,153,11,,1,153,11,,164
10752,weareNATO,153,11,,1,153,11,,164
10753,løsgænger,15,1,,1,15,1,,16
10754,andet:-),15,1,,1,15,1,,16
10755,anarkist,15,1,,1,15,1,,16
10756,https://t.co/gfDbDlq1Ce,15,1,,1,15,1,,16
10757,But,21,17,,2,10,8,,38
10758,hell,0,0,,1,0,0,,0
10759,pointeløst,10,3,,1,10,3,,13
10760,pensionsopsparing,10,3,,1,10,3,,13
10761,udebane,10,3,,1,10,3,,13
10762,krigsmetaforen,15,2,,1,15,2,,17
10763,fossile-vækst-økonomi,15,2,,1,15,2,,17
10764,Parallelverden,0,0,,1,0,0,,0
10765,skilt,27,3,,1,27,3,,30
10766,ungdomsorganisation,51,7,,1,51,7,,58
10767,Fencker,51,7,,1,51,7,,58
10768,Vile,51,7,,1,51,7,,58
10769,spids,179,24,,2,90,12,,203
10770,Happy-happy,51,7,,1,51,7,,58
10771,værdiliberalt,51,7,,1,51,7,,58
10772,https://t.co/WuyrGFeo0,51,7,,1,51,7,,58
10773,fremmedkrigere,110,6,,1,110,6,,116
10774,https://t.co/uB32BrIU7i,110,6,,1,110,6,,116
10775,snor,9,1,,1,9,1,,10
10776,SPAR,9,1,,1,9,1,,10
10777,dagligvarebutik,9,1,,1,9,1,,10
10778,Bækmarksbro,9,1,,1,9,1,,10
10779,https://t.co/fO56sQ1l5U,9,1,,1,9,1,,10
10780,indskrænkning,17,2,,1,17,2,,19
10781,Klimalov,20,3,,1,20,3,,23
10782,Biodiversitetslov,22,3,,2,11,2,,25
10783,statsskov,20,3,,1,20,3,,23
10784,https://t.co/ydtK5TfBbQ,20,3,,1,20,3,,23
10785,Anna,109,1,,1,109,1,,110
10786,Libak,109,1,,1,109,1,,110
10787,amerikaner,186,2,,2,93,1,,188
10788,lidelseshistorie,109,1,,1,109,1,,110
10789,mattere,325,58,,2,162,29,,383
10790,nabo,225,10,,4,56,2,,235
10791,Priser,9,3,,1,9,3,,12
10792,belastning,24,5,,2,12,2,,29
10793,skævhed,9,3,,1,9,3,,12
10794,https://t.co/JQGoB7pOV9,9,3,,1,9,3,,12
10795,Uddyb,0,0,,1,0,0,,0
10796,tomt,80,10,,2,40,5,,90
10797,Ups,0,0,,1,0,0,,0
10798,smutte,0,0,,1,0,0,,0
10799,gæld,8,5,,1,8,5,,13
10800,euroobligation,8,5,,1,8,5,,13
10801,http://t.co/Naj2gnzEvN,8,5,,1,8,5,,13
10802,Velfærdssamfundet,2,1,,1,2,1,,3
10803,Mulighederne,8,2,,1,8,2,,10
10804,Tiny,8,2,,1,8,2,,10
10805,Lovgivningen,8,2,,1,8,2,,10
10806,https://t.co/izFFFEmH08,8,2,,1,8,2,,10
10807,fossile-kræft-økonomi,9,2,,1,9,2,,11
10808,oldebarn,9,2,,1,9,2,,11
10809,klima-,9,1,,1,9,1,,10
10810,biodiversitetskrise,9,1,,1,9,1,,10
10811,vertikal,9,1,,1,9,1,,10
